trade_date,datetime,open,high,low,close,volume,open_oi,close_oi
2023-07-28,2023-07-28 00:00:00+08:00,10750.0,10880.0,10560.0,10755.0,82745.0,0.0,15177.0
2023-07-31,2023-07-31 00:00:00+08:00,10790.0,11105.0,10765.0,10985.0,98875.0,15177.0,26887.0
2023-08-01,2023-08-01 00:00:00+08:00,10990.0,11045.0,10855.0,10970.0,28220.0,26887.0,32618.0
2023-08-02,2023-08-02 00:00:00+08:00,10980.0,11125.0,10910.0,11115.0,34104.0,32618.0,40458.0
2023-08-03,2023-08-03 00:00:00+08:00,11110.0,11450.0,11105.0,11320.0,125082.0,40458.0,50425.0
2023-08-04,2023-08-04 00:00:00+08:00,11390.0,11440.0,11250.0,11360.0,41173.0,50425.0,52551.0
2023-08-07,2023-08-07 00:00:00+08:00,11390.0,11420.0,11255.0,11385.0,40097.0,52551.0,55892.0
2023-08-08,2023-08-08 00:00:00+08:00,11510.0,11510.0,11270.0,11280.0,33336.0,55892.0,58286.0
2023-08-09,2023-08-09 00:00:00+08:00,11225.0,11380.0,11175.0,11365.0,21325.0,58286.0,59772.0
2023-08-10,2023-08-10 00:00:00+08:00,11365.0,11375.0,11220.0,11230.0,22536.0,59772.0,61759.0
2023-08-11,2023-08-11 00:00:00+08:00,11200.0,11380.0,11200.0,11335.0,24133.0,61759.0,64156.0
2023-08-14,2023-08-14 00:00:00+08:00,11335.0,11370.0,11230.0,11300.0,20017.0,64156.0,66777.0
2023-08-15,2023-08-15 00:00:00+08:00,11295.0,11420.0,11285.0,11320.0,21199.0,66777.0,69476.0
2023-08-16,2023-08-16 00:00:00+08:00,11300.0,11350.0,11230.0,11295.0,19124.0,69476.0,72243.0
2023-08-17,2023-08-17 00:00:00+08:00,11300.0,11380.0,11250.0,11315.0,19886.0,72243.0,74564.0
2023-08-18,2023-08-18 00:00:00+08:00,11330.0,11445.0,11270.0,11275.0,31607.0,74564.0,75511.0
2023-08-21,2023-08-21 00:00:00+08:00,11285.0,11420.0,11275.0,11420.0,27737.0,75511.0,75520.0
2023-08-22,2023-08-22 00:00:00+08:00,11430.0,11560.0,11320.0,11440.0,26211.0,75520.0,75477.0
2023-08-23,2023-08-23 00:00:00+08:00,11420.0,11725.0,11405.0,11530.0,52583.0,75477.0,78025.0
2023-08-24,2023-08-24 00:00:00+08:00,11550.0,11670.0,11520.0,11580.0,63012.0,78025.0,79707.0
